MIR_ID	Rcc1_miR_prog	Rcc10_miR_nonprog	Rcc11_miR_prog	Rcc12_miR_nonprog	Rcc13_miR_nonprog	Rcc15_miR_nonprog	Rcc16_miR_nonprog	Rcc17_miR_nonprog	Rcc18_miR_nonprog	Rcc19_miR_nonprog	Rcc2_miR_prog	Rcc20_miR_nonprog	Rcc21_miR_nonprog	Rcc22_miR_nonprog	Rcc23_miR_nonprog	Rcc3_miR_prog	Rcc4_miR_nonprog	Rcc5_miR_prog	Rcc7_miR_nonprog	Rcc8_miR_prog	Rcc9_miR_prog
miR-5190-3p	6	14	3	6	5	2	17	14	8	14	7	7	4	7	1	7	0	4	5	6	9
miR-6833-5p	6	3	1	2	3	0	2	2	1	0	5	8	1	4	1	0	0	0	8	0	0
miR-212-5p	6	51	48	9	19	39	16	56	81	62	44	4	78	16	29	21	29	89	18	18	10
miR-6853-5p	6	0	0	16	1	2	3	5	3	0	1	0	5	1	0	1	0	0	0	0	0
miR-6767-5p	6	1	2	0	1	4	4	1	9	0	1	19	13	1	5	1	8	10	0	1	13
miR-676-3p	6	19	3	13	3	0	0	9	12	28	24	0	26	1	8	6	7	11	1	1	3
miR-6511a-4-5p	6	4.8	1	0	16	0	0	6	6	1	3	0	1	4	5	1	0	3	6	2	6
miR-6880-3p	6	10	0	1	4	3	0	2	4	0	1	15	14	1	7	2	0	4	3	2	4
miR-4431-5p	6	2	4	0	0	0	0	8	2	1	1	1	5	3	2	0	0	0	3	6	0
miR-3685-5p	6	2	0	3	0	8	0	4	2	6	0	6	4	1	0	0	0	0	2	0	4
miR-6068-3p	6	10	8	3	0	22	2	12	2	4	6	10	5	1	1	10	3	5	2	15	17
miR-4785-3p	6	4	2	3	3	0	2	3	4	18	0	0	2	3	3	0	6	12	2	0	13
miR-6734-5p	5	3	0	3	0	3	2	2	1	0	6	0	5	2	0	0	0	2	2	0	2
miR-147b-3p	5	30	9	9	14	66	21	52	16	19	13	7	43	26	21	17	0	20	29	0	138
miR-638-3p	5	2	3	2	3	9	4	9	9	6	11	11	4	0	6	2	3	12	15	4	12
miR-5585-3p	5	38	22	10	53	21	10	55.5	42	26	51	1	33.5	18.5	29	10	29	33	11	0	8
miR-1281-5p	5	2	1	4	0	0	0	0	0	0	5	2	0	0	1	0	18	1	0	0	0
miR-1972-2-5p	5	2	11	33	17	9	0	1	7	9	21	128	7	20	8	15	4	1	15	18	46
miR-378d	5	25.33333333	42.66666667	46	117.5	18	26	115.6666667	30.33333333	21.66666667	44	38	95	53.66666667	29.33333333	20.83333333	0	17.33333333	32.33333333	13	43.33333333
miR-3164-5p	5	12	0	0	4	1	3	4	1	0	5	0	0	0	3	2	0	4	0	0	2
miR-935-3p	5	4	5	12	1	8	9	2	1	4	2	6	7	6	3	7	5	21	0	7	0
miR-661-5p	5	2	2	4	5	7	3	0	0	10	0	0	7	4	2	2	0	2	6	8	3
miR-3929-3p	5	28	31	45	49	33	18	27	28	44	38	97	43	21	24	44	49	42	31	39	44
miR-4421-3p	5	7	3	0	10	0	5	2	4	4	5	0	2	7	5	7	0	3	1	9	0
miR-4294-5p	5	15	10	1	9	2	4	24	10	19	9	0	7	0	2	5	0	10	3	1	0
miR-138-1-5p	5	12.5	18	40	24	49	16	19	79	5	16	44	51	12	32	6	0	5	16	28	83
miR-1225-5p	5	4	0	0	1	0	5	2	4	5	1	2	2	3	1	3	0	3	5	3	4
miR-520g-5p	5	11	4	9	4	6	7	10	2	11	12	0	2	3	19	13	5	26	4	0	1
miR-2467-3p	5	0	2	0	0	0	0	0	2	3	3	7	0	0	1	0	0	3	0	4	0
miR-6800-3p	5	24.25	19	5	19	16	4	31	11	35	6	14	19	12	13	20	36	29	1	10	11
miR-4664-3p	5	4	6	9	0	12	3	7	10	5	0	15	4	1	0	3	1	2	2	15	9
miR-105-1-5p	5	2	0	0	0	3	1	0	8	3	1	2	4	3	3	0	0	0	0	0	2
miR-4469-3p	5	4	0	0	9	0	4	3	3	2	0	0	9	0	0	0	0	1	1	5	0
miR-10395-3p	5	347	236	94	182	217	97	373	119	284	203	42	227	92	151	119	147	219	49	6	32
miR-4796-5p	5	7	4	0	3	0	0	3	0	0	6	2	0	0	7	6	0	0	6	1	0
miR-4671-5p	5	153	74	36	102	78	60	150	82	112	68	5	105	38	80	45	17	62	34	10	19
miR-618-5p	5	161	19	37	38	14	52	137	45	79	40	3	91	33	37	56	33	24	28	15	5
miR-4305-5p	4.5	5	3	1	0	3	0	5	2	1	8	1	8	0	2	0	0	0	1	4	0
miR-378i-3p	4.5	3	2	5	1	0	0	0	7	0	1	0	5	10	2	0	0	1	0	2	1
miR-875-5p	4	49	9	1	2	2	0	2	18	8	12	2	1	4	21	11	11	21	1	0	2
miR-639-5p	4	17	11	14	9	37	15	8	15	16	8.5	12	10.5	21.5	21	14.5	1	17	15	33.5	39
miR-4638-5p	4	2	2	0	3	0	1	1	2	4	0	0	1	5	12	2	0	0	3	0	3
miR-6125-5p	4	225	188	11	111	40	23	145	65	129	70	15	74	36	119	53	193	106	17	6	53
miR-4261-3p	4	0	6	3	0	0	0	0	3	0	0	0	0	4	3	0	0	0	1	0	0
miR-6749-5p	4	3	5	3	0	0	2	3	4	1	0	0	0	1	3	1	3	6	1	4	1
miR-520a-3p	4	1	1	1	2	0	2	12	0	0	4	18	0	6	0	0	0	0	0	4	0
miR-181a-1-3p	4	555	247	55	221	134	132	336	362	370	124	10	446	97	173.5	136	167	354	21	3	30
miR-3960-5p	4	8	11	19	11	74	2	26	43	7.5	26	17	25	15	18	18	7	55	39	25	12
miR-616-3p	4	4	0	1	6	3	5	10	6	10	4	7	12	0	0	2	0	3	1	3	7
miR-9902-1-3p	4	112	26	16	23	15	26	59	19	34	43	32	40	7	41	15	29	28	17	19	4
miR-5192-5p	4	4	4	3	8	18	2	5	0	5	1	14	3	3	7	1	1	2	2	10	8
miR-4289-5p	4	9	0.333333333	2	0	0	0	2	0	0	0	0	1.333333333	0	0	0	1	1	2.666666667	0	0
miR-6784-5p	4	0	0	2	4	0	0	2	1	0	7	10	4	0	2	0	0	0	0	2	0
miR-4540-3p	4	1	0	0	0	1	0	1	2	0	8	0	3	0	0	0	5	1	0	0	0
miR-6842-3p	4	14	9	2	10	31	4	9	7	3	13	32	17	9	14	1	5	10	3	2	3
miR-191-5p	4	10256	4835	999	4775	4626	2845	8551	12072	8928	4088	144	7609	1308	3581	2548	1951	12644	447	32	424
miR-4472-2-5p	4	5	0	1	2	0	3	2	0	0	2	5	0	8	2	1	0	3	0	6	3
miR-515-2-3p	4	2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-6852-5p	4	31	20	27	21	13	17	39	14	12	5	39	19	17	11	10	14	14	20	34	37
miR-10394-3p	4	0	7	12	1	10	4	0	6	4	6	10	14	4	2	2	0	19	5	8	5
miR-6503-3p	4	27	20	7	60	41	36	52	37	32	27	4	48	19	10	14	5	50	8	35	7
miR-346-3p	4	4	2	8	4	1	7	1	3	1	9	0	7	0	3	7	0	5	3	8	1
miR-4290-5p	4	10	15	8	4	2	2	15	16	1	2	32	0	15	9	7	10	18	14	46	5
miR-5687-5p	4	16	1	4	2	19	9	19	1	3	18	18	18	9	10	5	0	3	11	4	15
miR-31-5p	4	318	2206	614	2029	519	1172	616	2333	267	624	21	657	400	423	524	147	1676	71	15	478
miR-4277-5p	4	1	2	3	0	0	0	5	0	3	6	1	0	0	0	3	0	3	2	0	0
miR-622-5p	4	65	38	45	48	46	69	37	31	12	86	38	68	30	21	40	20	40	27	109	87
miR-5708-3p	4	4	2	3	5	5	4	13	12	10	2	19	5	1	6	4	0	12	1	1	0
miR-6796-3p	3	3	3	2	10	1	3	4	14	3	4	13	3	9	5	2	0	5	4	5	10
miR-498-5p	3	1	2	0	0	0	6	5	1	3	0	1	0	0	1	2	0	1	4	0	4
miR-8078-5p	3	36	29	22	68	57	22	29	53	15	30	2	50	9.5	28	37	52	61	9	11	5
miR-3934-3p	3	3	4	2	9	14	6	16	2	6	19	17	8	10	11	14	0	7	8	11	4.5
miR-6820-3p	3	262	149	35	173	194	95	433	592	134	29	60	599	189	165	31	42	132	44	8	34
miR-219a-2-3p	3	7	3	5	0	10	2	7	0	0	0	0	4	1	0	0	0	3	5	0	3
miR-135a-5p	3	6035	1261	139	1683	171	464	70	2185	166	195	24	1242	118	633	1028	28	1004	36	9	75
miR-6832-3p	3	5	6	9	3	2	6	5	0	9	3	3	3	15	10	3	0	5	0	4	2
miR-4741-3p	3	7	12	2	8	16	0	6	6	4	6	0	14	7	1	9	3	5	13	8	14
miR-4285-3p	3	0	5	11	4	7	0	0	3	0	0	12	1	3	5	0	7	6	3.5	2	3
miR-10226-5p	3	3	2	3	7	0	1	1	2	2	14	9	0	3	3	0	1	0	1	0	0
miR-548d-2-5p	3	14	19	9	12	13	15	13	12	6	10	21	11.5	13	7	3	0	5	11	13	30
miR-877-3p	3	20	16	17	19	42	3	19	24	12	13	10	7	6	7	8	5	16	11	28	4
miR-3614-3p	3	41	42	10	23	57	55	31	23	11	48	4	10	22	21	30	41	85	14	31	40
miR-6124-5p	3	0	4	0	4	3	5	8	2	2	3	7	7	8	4	1	0	2	10	26	3
miR-4800-5p	3	2	0	5	4	1	0	0	0	7	2	0	0	0	5	6	0	0	3	0	0
miR-296-5p	3	2	56	9	59	32	2	26	44	17	13	5	38	0	9	3	88	35	7	7	13
miR-1231-3p	3	24	4	11	5	2	0	7	41	4	3	4	42	20	23	0	0	12	2	10	0
miR-7973-1-5p	3	2	0	0	1	0	0	6	0	0	7	0	2	1	0	0	0	3	0	1	0
miR-1915-3p	3	2	0	2	0	11	4	5	5	0	1	3	11	2	0	0	0	6	0	5	0
miR-5787-3p	3	2	1	2	0	10	0	0	0	0	0	4	3	4	0	3	0	2	2	0	1
miR-1228-5p	3	0	2	4	4	3	2	3	0	0	0	12	4	2	0	2	0	5	1	3	4
miR-16-5p	3	25012	7735	730	7835	22737	6157	21446	14698	20899	7881	68	11755	1344	6661	3432	7641	23497	339	14	702
miR-5705-3p	3	1	5	0	3	12	1	16	9	4	4	0	1	2	8	5	20	5	6	4	2
miR-2861-3p	3	4	10	6	11	9	8	10	12	6	5	3	3	12	12	5	25	10	3	4	12
miR-6884-3p	2	2	3	0	2	0	0	2	1	1	0	4	0	0	2	0	0	2	0	2	0
miR-4518-3p	2	2	1	1	2	3	4	3	0	2	1	0	0	0	2	0	0	3	0	1	0
miR-1237-3p	2	6	7	2	9	17	4	5	10	1	7	5	18	7	4	1	0	1	7	5	19
miR-4762-3p	2	2	3	3	8	4	1	4	4	0	0	5	5	5	8	0	0	4	0	5	6
miR-6737-5p	2	3	2	0	1	10	0	2	0	0	3	4	0	1	1	1	0	1	0	5	5
miR-6828-3p	2	269	54	10	76	48	45	69	71	75	36	15	129	34	117	46	24	122	22	6	20
miR-8081-3p	2	1	0	6	0	0	7	0	1	3	3	0	1	0	0	0	0	0	0	1	0
miR-454-3p	2	1017	323	18	349	336	182	750	486	634	385	12	353	52	216	169	119	575	12	12	14
miR-6505-3p	2	3	3	3	2	4	0	7	2	3	3	10	0	18	2	3	9	2	5	5	1
miR-4721-3p	2	0	0	0	0	6	4	5	2	1	7	4	4	0	1	3	0	0	1	4	9
miR-4260-5p	2	1	1	0	0	0	0	0	1	3	2	1	0	1	0	0	0	0	0	0	0
miR-23b-3p	2	31673	8345	1275	6854	2613	3925	13402.5	15768	17352.5	9018.5	156.5	14698	1497.5	7888	5562.5	3279.5	11687.5	418	44	484.5
miR-4642-3p	2	2	0	0	1	0	1	4	8	3	2	0	0	1	0	0	2	2	1	6	0
miR-628-3p	2	72	26	9	70	34	50	90	103	41	41	4	59	12	20	29	11	48	10	10	20
miR-151b-3p	2	1502.666667	479.3333333	140.1666667	700.3333333	291	281.3333333	823	633.6666667	837	526.3333333	37	869.5	149	432.5	430.6666667	335.6666667	657	70	14	68
miR-4507-5p	2	1	4	4	0	3	1	5	5	8	4	0	5	1	0	0	0	0	0	0	10
miR-4472-1-5p	2	6	1	4	0	0	1	1	2	0	0	0	0	0	3	3	0	3	0	0	0
miR-2117-3p	2	24	45	123	97	74	54	69	40	27	88	9	56	14	42	4	43	23	32	54	20
miR-6740-5p	2	2	5	1	2	24	0	2	2	1	0	26	3	4	7	5	0	0	1	1	1
miR-4725-3p	2	15	8	8	11	13	0	15	7	11	8	1	18	6	8	7	4	12	5	2	7
miR-10523-5p	2	41	69	4	29	1	24	24	23	16	15	0	46	38	11	5	7	27	13	10	20
miR-6831-5p	2	4	3	4	1	14	1	6	0	0	0	11	9	8	2	0	0	5	0	6	2
miR-887-3p	2	32	34	25	51	37	35	40	37	65	14	11	52	32	22	18	13	42	19	5	20
miR-1271-3p	2	12	5	5	16	0	15	3	10	2	2	6	8	2	2	17	0	4	7	0	2
miR-4646-5p	2	1	2	7	0	14	0	1	2	5	1	2	0	4	16	3	0	3	4	1	9
miR-1197-3p	2	0	2	0	0	1	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0
miR-1587-5p	2	4	0	7	0	0	0	1	2	0	0	7	3	1	0	0	0	0	1	0	0
miR-12127-5p	2	150	60	46	71	15	17	100	90	120	112	7	74	50	81	48	35	72	26	12	12
miR-4767-3p	2	4	3	4	0	10	7	8	1	2	5	9	9	5	4	1	0	1	2	8	17
miR-9983-5p	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-1270-5p	2	80	21	41	94	47	86	135	36	65	62	8	78	55	91	196	8	15	32	4	8
miR-3929-5p	2	22	16	10	4	12	8	13.5	8	8	7	24	18	6	11	3	23	17.5	7	0	3
miR-6078-5p	2	22	22	12	16	7	9	27	19	20	16	17	11	11	9	11	9	13	15	3	11
miR-636-3p	2	0	1	0	0	4	4	4	0	3	0	7	2	4	0	1	0	3	0	0	8
miR-4709-3p	2	12	5	1	8	2	2	8	11	4	10	0	15	7	4	5	6	15	5	5	16
miR-6796-5p	2	1	5	1	0	0	0	2	0	0	4	7	0	8	1	0	20	5	2	0	2
miR-621-5p	2	4	1	5	5	9	9	4	8	4	3	13	17	2	4	9	0	8	11	9	11
miR-4451-3p	2	4	1	0	0	0	0	1	16	0	5	0	15	1	5	4	0	0	0	3	2
miR-30d-3p	2	85.5	40	111	253.5	160	54	107	94.5	82	103.5	57	68.5	14	56.5	22	8	49.5	28	32	112
miR-6857-3p	2	3	4	12	6	3	7	3	2	0	6	5	4.5	2	0	0	0	4.5	2	5	5
miR-378e-3p	1.666666667	7.166666667	10	7.5	10.16666667	1.166666667	7.666666667	6.4	3.5	19.2	0.142857143	0	17.66666667	19.5	4	1	18	3	5.2	4.666666667	19
miR-20a-5p	1	3755	1125	179	1234	2337	613	3217	1483	2634	1239	28	1231	277	892	827	720	1897	87	4	88
miR-6863-3p	1	0	2	0	0	0	0	0	1	1	1	0	0	3	1	0	3	3	1	3	1
miR-4324-3p	1	6.333333333	11.33333333	2.333333333	0	0.333333333	2.333333333	1	5	5.333333333	12	10.33333333	5	2.333333333	3.666666667	1	1	1.333333333	0	0	5
miR-101-3p	1	8397	1816	392	2674	1577	1066	6951	3873	5155	3136	60	4251	682	2329	1931	1499	2359	153	5	103
miR-3142-3p	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
miR-6503-5p	1	0	1	1	4	1	0	4	0	0	9	0	6	1	5	2	0	2	0	0	0
miR-4652-5p	1	0	1	1	0	0	11	19	3	6	1	4	7	7	0	2	0	5	3	5	3
miR-378d-2-5p	1	16.5	15.5	5	33.25	3.5	8	27	14	29	19	15	10.5	8	15.66666667	3	8	0.5	14.5	2	3
miR-640-5p	1	15	12	4	2	8	4	7	10	3	7	1	7	2	7	3	0	20	0	0	7
miR-4506-5p	1	0	0	0	0	0	0	1	0	0	4	0	0	0	4	0	0	2	0	0	0
miR-6790-5p	1	0	0	1	0	6	3	1	4	0	0	0	6	3	3	1	0	0	1	0	1
miR-378f-3p	1	4	6.333333333	6	4	0	1.833333333	22.66666667	13	8	9.166666667	2.333333333	6	5.333333333	3	2.666666667	0	6	4	4.333333333	4.833333333
miR-6507-3p	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	2	0	1	0	1	0
miR-6877-3p	1	9	1	4	3	0	0	1	3	3	6	2	0	1	3	0	10	1	7	6	1
miR-150-5p	1	1807	653	325	1407	936	2116	2575	19833	1927	550	54	3255	405	2758	316	254	3041	182	12	331
miR-6134-5p	1	3	0	0	0	1	1	1	0	0	2	0	2	0	3	0	8	1	0	0	0
miR-571-3p	1	1	2	0	7	0	0	0	3	0	2	0	0	0	1	1	0	0	2	0	0
miR-3192-3p	1	0	0	11	5	0	6	3	0	0	5	1	1	0	0	0	0	2	1	3	0
miR-3662-5p	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
miR-4758-5p	1	4	4	6	0	0	1	1	3	0	0	2	9	2	0	0	0	1	0	0	0
miR-2053-3p	1	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
miR-7150-5p	1	12	17	89	23	83	43	24	20	16	27	39	23	19	33	13	9	16	56	119	57
miR-3123-5p	1	0	2	0	0	3	0	0	0	2	1	1	3	0	1	2	0	0	2	0	2
miR-4535-3p	1	0	2	11	3	3	2	0	3	3	0	6	3	1	0	1	2	1	2	1	5
miR-8068-5p	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	1	0	1	0
miR-6126-3p	1	31	41	16	36	44	37	53	39	54	24	17	56	32	36	29	17	34	15	7	26
miR-7977	1	0	4	0	0	0	1	2	1	2	0	0	0	0	1	0	0	6	0	0	0
miR-4434-5p	1	0	1	0	0	0	0	4	0	4	0	4	1	0	0	0	0	3	0	0	0
miR-3942-5p	1	3	1	0	3	0	0	9	4	2	4	0	1	0	1	2	6	3	0	4	4
miR-6751-3p	1	3	2	3	2	0	0	1	3	1	2	0	4	5	1	0	0	3	2	0	1
miR-4538-5p	1	1	3	0	8	0	0	7	2	0	1	2	0	0	9	0	0	1	6	5	2
miR-6888-3p	1	1	2	0	0	0	0	5	0	3	4	0	0	1	3	1	0	3	1	3	3
miR-6847-5p	1	10	0	5	0	1	0	3	3	0	1	5	8	9.5	1	0	0	2	4	1	2
miR-6868-5p	1	2	1	1	0	0	0	0	3	0	0	8	0	0	0	0	0	3	0	0	1
miR-195-5p	1	5130	5418	180	2120	769	1145	3914	4922	6695	2204	8	3658	287	2425	1484	2725	3052	53	2	27
miR-1587-3p	1	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
miR-449a-5p	1	6	5	3	1	7	0	16	1	4	5	9	6	1	0	1	1	7	2	3	2
miR-7158-3p	1	10	1	1	1	6	1	9	4	3	2	8	9	3	7	1	0	4	13	4	1
miR-7854-3p	1	1	1	11	0	0	0	3	2	0	4	0	1	2	3	0	6	2	2	5	1
miR-6733-3p	1	0	0	0	0	7	1	1	6	10	0	0	0	1	5	0	0	6	0	2	0
miR-1299-3p	1	84	6	48	2	0	4	10	101	85	26	0	243	31	54	118	23	5	0	0	9
miR-3160-2-3p	1	9	3	13	12	7	1	7	13	10	5	10	4	3	0	3	0	9	11	8	13
miR-6070-5p	1	9	10	24	1	12	8	3	5	0	10	9.5	3	9	1	4	7	11	5	11	3
miR-6754-5p	1	3	1	0	0	4	3	3	0	7	15	14	1	0	0	2	0	0	2	1	0
miR-200c-3p	1	1188	600.5	553	226.5	189	136.5	186	2825.5	167	1501	42	1261	113	523	69.5	89	110.5	82	42	63
miR-6088-5p	1	7	2	9	1	3	2	1	0	2	4	10	4	4	12	3	4	4	7	19	3
miR-7843-5p	1	1	0	4	0	1	0	2	3	0	3	1	2	0	0	1	0	1	5	1	1
miR-890-5p	1	0	1	3	4	0	0	1	2	0	0	0	1	0	0	0	0	3	1	0	0
miR-11181-3p	1	2	3	4	11	11	6	0	2	3	0	0	9	0	0	0	0	6	2	6	0
miR-1178-5p	1	11	3	14	7	22	19	1	5	4	3	0	25	26	2	5	1	2	1	6	8
miR-5197-3p	1	10	15	20	23	21	12	15	10	11	12	20	11	9	32	17	17	14	24	1	12
miR-3652-3p	1	6	0	5	4	10	15	2	2	6	6	4	4	6	2	3	4	4	16	7	12
miR-3135b-3p	1	14	9	33	19	29.5	16	21.5	16	7	11	19	22	11	23	6	12	11	16	22	8
miR-3916-5p	1	8	11	15	19	11	12	12	10	16	16	46	21	20	16	3	13	19	20	29	37
miR-4485-5p	1	4	1	4	3	6	0	20	13	1	11	0	6	6	15	13	0	9	4	0	3
miR-4769-5p	1	2	1	1	0	0	3	4	1	0	8	0	0	2	0	0	0	0	0	3	0
miR-144-5p	1	3091	378	101	74	8628	1124	1319	828	3248	372	62	1201	325	1196	194	634	3416	134	0	176
miR-6726-5p	1	1	0	0	0	0	0	2	0	2	0	2	0	2	2	0	0	0	3	3	0
miR-665-5p	1	25	15	9	22	29	35	31	12	19	54	7	12	2	20	33	16	37	5	5	17
miR-412-5p	1	0	4	2	0	0	2	13	25	0	2	0	0	2	3	1	0	17	0	0	2
miR-548h-3-5p	1	2	1	3	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	8	0
miR-4435-1-5p	1	0	2	7	0	0	0	8	0	3	0	0	1	0	0	0	0	2	0	0	0
miR-8083-3p	1	1	2	0	0	0	0	3	0	0	0	0	2	3	0	2	0	1	0	0	2
miR-12128-3p	1	0	2	1	5	0	7	0	1	0	5	1	1	1	1	0	0	4	0	0	1
miR-8079-3p	1	13	9	4	5	0	0	1	7	5	5	0	1	0	3	9	7	6	0	0	4
miR-5703-5p	1	11	4	4	0	5	7	5	1	5	5	0	6	0	2	0	1	0	0	5	22
miR-3160-1-3p	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	0
miR-320b	1	10	11	25.33333333	21	12	5	18	7	13	19.66666667	6	19	21	15	14.66666667	0	34	15	3	4
miR-6081-3p	1	16	5	0	5	2	3	13	2	5	1	0	5	1	6	4	4	4	1	0	2
miR-670-3p	1	6	9	0	1	4	0	8	4	2	1	3	3	3	2	2	0	0	4	0	0
miR-920-3p	1	4	1	5	3	1	0	5	1	1	0	9	2	0	1	0	0	0	4	2	0
miR-376b-3p	1	19	12	9	11	8	3	13	45	23	4	1	9	10	15	2	9	27	4	6	4
miR-2053-5p	1	1	3	0	0	0	0	0	2	0	0	7	1	0	0	0	0	0	0	0	0
miR-7107-5p	1	1	1	1	5	0	0	3	0	0	0	1	0	2	0	2	0	7	0	16	4
miR-6739-5p	1	4	4	4	9	17	2	13	14	4	1	7	0	1	7	7	7	1	6	24	2
miR-3175-3p	1	5	4	3	0	10	1	2	8	0	9	1	25	5	7	7	0	4	1	7	1
miR-4763-5p	1	4	4	9	7	2	2	7	10	6	7	3	9	4	3	6	1	3	2	4	10
miR-8070-3p	1	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
miR-577-5p	1	6	16	2	7	19	22	5	5	4	8	0	12	18	7	4	8	7	8	1	1
miR-3191-3p	1	8	16	13	19	6	3	13	8	6	26	6	13	5	12	7	2	24	5	3	9
miR-374a-5p	1	10500	2764	387	3636.5	2099.5	1893	6780.5	5512.5	7040.5	3311.5	41	4685	391.5	3214.5	1154	1402	4915	185	0	122
miR-7850-5p	1	3	5	3	12	2	5	2	4	7	9	6	9	7	1	12	14	5	3	0	12
miR-944-3p	1	0	0	0	0	14	1	0	3	0	6	2	15	3	5	0	1	4	5	5	2
miR-135a-2-5p	1	3415.5	573	53	1002	121	211	17	1008	110	96	11	597	33	336	526	14	602	13	3	23
miR-596-5p	1	2	0	0	2	12	0	2	0	5	0	0	0	3	1	0	0	0	0	6	1
miR-2682-3p	1	28	2	20	10	8	12	8	2	7	9	37	6	8	6	3	0	6	8	9	20
miR-9898-5p	1	1	2	6	2	12	0	1	1	0	1	4	2	0	1	0	0	2	0	0	1
miR-4750-3p	1	0	3	9	1	2	0	0	6	6	13	0	8	3	1	2	0	3	6	1	10
miR-194-2-5p	1	15778.5	3471	277	2048	1149	1629	9838	4225.5	3205.5	3512.5	27	5734.5	249	2226	3048.5	1065	1150	133	27	223
miR-7973-2-3p	1	4	2	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	2	0
miR-4274-5p	1	2	4	4	0	4	6	1	9	0	0	0	6	3	0	0	0	1	1	0	2
miR-93-5p	1	10288	3864	364	5747	7082	2630	8159	3923	8640	4499	164	4701	1028	2638	2652	2244	6177	440	31	536
miR-3659-3p	1	0	2	1	1	0	0	3	5	2	2	0	1	0	7	0	0	0	1	4	1
miR-548i-3-3p	1	6	4	23	2	14	3	5	8	9	6	4	9	14	3	1	7	5	7	19	12
miR-6719-5p	1	19	10	6	97	10	10	10	14	3	4	18	19	8	16	8	0	12	11	4	1
miR-574-3p	1	923	299	31	249	37	137	402	543	588	335	4	389	66	233	226	142	866	3	6	35
miR-582-3p	1	155	48	35	36	47	80	76	64	67	60	1	52	37	32	72	16	65	15	4	4
miR-5684-5p	1	36.33333333	31	7	27	9	15	21	27	18	35	6.666666667	19	7	32	20	13	37	11	1	12
miR-8066-3p	1	0	0	2	1	0	0	5	0	1	3	8	1	0	1	3	0	0	8	6	5
miR-5194-5p	1	4	7	1	0	0	2	11	0	1	0	11	1	0	6	5	4	0	0	2	0
miR-4479-5p	1	0	2	1	5	3	3	3	2	1	6	4	12	2	5	0	0	1	6	12	1
miR-4271-3p	1	0	1	0	0	9	2	2	0	5	0	4	1	0	6	1	0	0	0	0	0
miR-493-3p	1	29	39	13	21	2	15	22	87	55	25	1	47	8	17	1	0	95	9	2	5
miR-12119-5p	1	8	4	3	1	0	2	6	0	6	0	19	12	4	1	1	6	3	3	8	0
miR-4520-1-3p	1	0	0	0	4	0	8	5	1	11	0	2	0	3	0	2	0	0	0	4	6
miR-3133-3p	1	7	5	0	5	3	0	7	9	0	7	0	0	10	0	7	0	2	0	0	5
miR-2278-5p	1	2	7	3	2	0	4	6	7	4	10	5	10	8	1	2	0	4	2	7	15
miR-4256-3p	1	2	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	1	0
miR-3650-5p	1	5	4	1	1	0	0	1	1	1	1	5	1	4	1	3	0	1	0	1	3
miR-6875-3p	1	3	1	6	15	0	0	2	1	0	1	7	1	0	0	4	0	0	1	3	0
miR-626-5p	1	4	0	8	2	5	1	3	1	0	5	5	7	5	6	0	11	2	7	3	0
miR-210-5p	1	156	44	7	34	45	20	125	36	49	112	1	90	28	16	53	67	68	2	5	2
miR-130b-3p	1	229	113	81	218	147	91	403	183	193	184	32	165	62	124	52	47	159	35	16	33
miR-548ac-5p	1	5	7	0	17	0	0	4	5	3	2	0	4	4	6.5	0	8	4	1	6	0
miR-8057-5p	1	14	25	9	28	19	6	20	18	7	24	1	9	2	9	16	13	21	11	2	4
miR-3621-5p	1	5	5	9	7	13	7	9	7	4	8	0	5	8	13	5	0	3	9	1	10
miR-298-3p	1	13	1	1	9	1	1	3	3	3	7	5	4	6	2	3	4	2	3	2	6
miR-451a-3p	1	43	6	8	3	90	27	18	13	43	3	0	26	13	10	5	0	30	5	0	0
miR-3663-5p	1	3	1	0	5	0	3	2	2	0	1	10	1	5	0	3	0	1	2	0	1
miR-4280-3p	1	0	1	0	0	0	2	0	0	1	0	0	0	2	0	0	0	2	3	0	5
miR-194-1-5p	1	11670.5	2483	190	1966	1016	1236	7374	1929.5	3611.5	3185.5	15	3587.5	191	1618	2021.5	1003	1611	75	12	111
miR-544b-3p	1	3	1	0	0	1	1	5	11	5	0	3	5	0	1	4	0	0	4	1	2
miR-16-1-5p	1	17534	4394	557	4448	10133	3261	12452	9286	12497	5223	40	6279	625	4274	2565	5388	13943	221	13	298
